Date,Open,High,Low,Close,Adj Close,Volume
2024-03-22,150.24000549316406,152.55999755859375,150.08999633789062,151.77000427246094,151.77000427246094,19226300
2024-03-25,150.9499969482422,151.45599365234375,148.8000030517578,151.14999389648438,151.14999389648438,15114700
2024-03-26,151.24000549316406,153.1999969482422,151.02999877929688,151.6999969482422,151.6999969482422,19312700
2024-03-27,152.14500427246094,152.69000244140625,150.1300048828125,151.94000244140625,151.94000244140625,16622000
2024-03-28,152.0,152.6699981689453,151.3300018310547,152.25999450683594,152.25999450683594,21105600
2024-04-01,151.8300018310547,157.0,151.64999389648438,156.5,156.5,24469800
2024-04-02,154.75,155.99000549316406,153.4600067138672,155.8699951171875,155.8699951171875,17598100
2024-04-03,154.9199981689453,156.5500030517578,154.1320037841797,156.3699951171875,156.3699951171875,17266200
2024-04-04,155.0800018310547,156.17999267578125,151.8800048828125,151.94000244140625,151.94000244140625,24184800
2024-04-05,151.67999267578125,154.83999633789062,151.08099365234375,153.94000244140625,153.94000244140625,16289800
2024-04-08,154.01499938964844,156.65499877929688,153.99000549316406,156.13999938964844,156.13999938964844,16641500
2024-04-09,157.35000610351562,159.88999938964844,156.63999938964844,158.13999938964844,158.13999938964844,21538100
2024-04-10,157.8800048828125,158.16000366210938,156.1999969482422,157.66000366210938,157.66000366210938,16339200
2024-04-11,158.33999633789062,161.1199951171875,157.92999267578125,160.7899932861328,160.7899932861328,17841700
2024-04-12,159.40499877929688,161.6999969482422,158.60000610351562,159.19000244140625,159.19000244140625,16968200
2024-04-15,160.27999877929688,160.8300018310547,156.14999389648438,156.3300018310547,156.3300018310547,21140900
2024-04-16,155.63999938964844,157.22999572753906,155.0500030517578,156.0,156.0,15413200
2024-04-17,157.19000244140625,158.68099975585938,156.13499450683594,156.8800048828125,156.8800048828125,16237800
2024-04-18,156.9250030517578,158.48500061035156,156.2100067138672,157.4600067138672,157.4600067138672,14016100
2024-04-19,157.75,157.99000549316406,153.91000366210938,155.72000122070312,155.72000122070312,20063900
2024-04-22,156.00999450683594,158.14999389648438,155.9499969482422,156.7550048828125,156.7550048828125,4067150
